DATA;CODCARRO;MODELO;CATEGORIA;QTD;VALOR_UNIT;VALOR_TOTAL;VENDEDOR;CONCESSIONARIA;ANO
07/08/2024;C1009;Nissan Kicks;SUV;1;121738,05;121738,05;Marcos;CityCars;2024
07/08/2024;C1001;Fiat Pulse;SUV;1;103163,08;103163,08;Beatriz;CarPrime;2024
07/08/2024;C1010;Fiat Strada;Picape;1;110588,5;110588,5;João;AutoVale;2024
07/08/2024;C1004;Toyota Corolla;Sedan;1;143412,62;143412,62;Marcos;DriveTop;2024
07/08/2024;C1002;Chevrolet Onix;Hatch;1;93760,46;93760,46;Carlos;MegaMotors;2024
07/08/2024;C1002;Chevrolet Onix;Hatch;1;84433,76;84433,76;Ana;AutoVale;2024
07/08/2024;C1009;Nissan Kicks;SUV;1;117295,18;117295,18;Ana;TopDrive;2024
07/08/2024;C1009;Nissan Kicks;SUV;3;128162,22;384486,66;Carlos;CarPrime;2024
07/08/2024;C1002;Chevrolet Onix;Hatch;1;91894,34;91894,34;Carlos;PremiumCar;2024
07/08/2024;C1001;Fiat Pulse;SUV;1;99728,46;99728,46;Ana;MegaMotors;2024
07/08/2024;C1009;Nissan Kicks;SUV;1;136217,55;136217,55;Fernanda;AutoSul;2024
07/08/2024;C1004;Toyota Corolla;Sedan;1;156914,82;156914,82;Julia;PremiumCar;2024
07/08/2024;C1010;Fiat Strada;Picape;1;111474,97;111474,97;Julia;AutoSul;2024
07/08/2024;C1010;Fiat Strada;Picape;1;110428,85;110428,85;João;MegaMotors;2024
07/08/2024;C1001;Fiat Pulse;SUV;1;106519,71;106519,71;Ricardo;AutoNorte;2024
07/08/2024;C1009;Nissan Kicks;SUV;1;111756,7;111756,7;Marcos;MegaMotors;2024
07/08/2024;C1004;Toyota Corolla;Sedan;2;158774,29;317548,58;Carlos;AutoVale;2024
07/08/2024;C1009;Nissan Kicks;SUV;1;134322,53;134322,53;Julia;PremiumCar;2024
07/08/2024;C1005;Jeep Compass;SUV;1;192254,09;192254,09;Beatriz;AutoVale;2024
07/08/2024;C1007;Honda HR-V;SUV;1;173358,85;173358,85;Carlos;AutoSul;2024
07/08/2024;C1008;Hyundai HB20;Hatch;1;74726,12;74726,12;Ana;AutoVale;2024
08/08/2024;C1009;Nissan Kicks;SUV;1;123952,13;123952,13;Marcos;TopDrive;2024
08/08/2024;C1002;Chevrolet Onix;Hatch;1;84172,51;84172,51;Carlos;AutoVale;2024
08/08/2024;C1009;Nissan Kicks;SUV;1;115673,52;115673,52;Ricardo;DriveTop;2024
08/08/2024;C1001;Fiat Pulse;SUV;1;109096,15;109096,15;Marcos;AutoSul;2024
08/08/2024;C1001;Fiat Pulse;SUV;1;96968,83;96968,83;Pedro;PremiumCar;2024
08/08/2024;C1008;Hyundai HB20;Hatch;1;92005,29;92005,29;Carlos;CityCars;2024
08/08/2024;C1005;Jeep Compass;SUV;2;165937,91;331875,82;Ana;MegaMotors;2024
08/08/2024;C1006;Renault Kwid;Hatch;1;87743,66;87743,66;Marcos;CityCars;2024
08/08/2024;C1008;Hyundai HB20;Hatch;1;94953,37;94953,37;João;TopDrive;2024
08/08/2024;C1005;Jeep Compass;SUV;1;224274,38;224274,38;Julia;AutoNorte;2024
08/08/2024;C1010;Fiat Strada;Picape;1;105188,54;105188,54;Pedro;DriveTop;2024
08/08/2024;C1002;Chevrolet Onix;Hatch;1;80112,3;80112,3;Julia;AutoVale;2024
08/08/2024;C1010;Fiat Strada;Picape;1;107644,63;107644,63;Marcos;AutoVale;2024
08/08/2024;C1001;Fiat Pulse;SUV;2;96632,99;193265,98;João;AutoVale;2024
08/08/2024;C1010;Fiat Strada;Picape;1;142369,94;142369,94;Pedro;MegaMotors;2024
08/08/2024;C1002;Chevrolet Onix;Hatch;1;78956,18;78956,18;Pedro;AutoNorte;2024
08/08/2024;C1005;Jeep Compass;SUV;1;206152,9;206152,9;Marcos;AutoVale;2024
08/08/2024;C1004;Toyota Corolla;Sedan;1;174937,67;174937,67;Marcos;CityCars;2024
08/08/2024;C1007;Honda HR-V;SUV;1;169431,87;169431,87;Carlos;CityCars;2024
08/08/2024;C1001;Fiat Pulse;SUV;3;105777,83;317333,49;Julia;AutoVale;2024
08/08/2024;C1005;Jeep Compass;SUV;1;184334,32;184334,32;Patrícia;TopDrive;2024
08/08/2024;C1005;Jeep Compass;SUV;1;225221,9;225221,9;Ana;MegaMotors;2024
08/08/2024;C1007;Honda HR-V;SUV;1;172667,38;172667,38;Fernanda;CityCars;2024
08/08/2024;C1010;Fiat Strada;Picape;1;130087,67;130087,67;Julia;CityCars;2024
08/08/2024;C1009;Nissan Kicks;SUV;1;144912,71;144912,71;Pedro;MegaMotors;2024
08/08/2024;C1001;Fiat Pulse;SUV;1;107017,45;107017,45;Ana;DriveTop;2024
08/08/2024;C1008;Hyundai HB20;Hatch;1;74702,93;74702,93;Ana;AutoNorte;2024
08/08/2024;C1010;Fiat Strada;Picape;1;120973,34;120973,34;João;AutoNorte;2024
08/08/2024;C1005;Jeep Compass;SUV;1;214617,35;214617,35;Julia;DriveTop;2024
08/08/2024;C1008;Hyundai HB20;Hatch;1;92664,72;92664,72;Beatriz;TopDrive;2024
08/08/2024;C1006;Renault Kwid;Hatch;1;70485,54;70485,54;João;ViaLux;2024
08/08/2024;C1007;Honda HR-V;SUV;1;150130,92;150130,92;Ana;ViaLux;2024
08/08/2024;C1010;Fiat Strada;Picape;1;129413,14;129413,14;Ricardo;AutoVale;2024
08/08/2024;C1009;Nissan Kicks;SUV;1;146977,23;146977,23;Patrícia;TopDrive;2024
08/08/2024;C1001;Fiat Pulse;SUV;1;110258,41;110258,41;Marcos;PremiumCar;2024
08/08/2024;C1001;Fiat Pulse;SUV;1;114420,2;114420,2;Ana;AutoVale;2024
08/08/2024;C1010;Fiat Strada;Picape;3;111034,44;333103,32;Marcos;AutoVale;2024
08/08/2024;C1010;Fiat Strada;Picape;1;114895,69;114895,69;Marcos;PremiumCar;2024
08/08/2024;C1008;Hyundai HB20;Hatch;1;97201,48;97201,48;Julia;MegaMotors;2024
08/08/2024;C1001;Fiat Pulse;SUV;1;122573,47;122573,47;Carlos;AutoVale;2024
08/08/2024;C1010;Fiat Strada;Picape;1;108653,53;108653,53;Fernanda;ViaLux;2024
08/08/2024;C1007;Honda HR-V;SUV;1;150418,21;150418,21;Carlos;PremiumCar;2024
08/08/2024;C1006;Renault Kwid;Hatch;1;79537,16;79537,16;Marcos;AutoVale;2024
08/08/2024;C1003;Volkswagen T-Cross;SUV;1;137712,49;137712,49;Julia;MegaMotors;2024
08/08/2024;C1001;Fiat Pulse;SUV;1;103628,91;103628,91;Ana;AutoSul;2024
08/08/2024;C1008;Hyundai HB20;Hatch;1;74083,61;74083,61;Pedro;AutoVale;2024
08/08/2024;C1006;Renault Kwid;Hatch;1;78491,7;78491,7;Julia;TopDrive;2024
08/08/2024;C1010;Fiat Strada;Picape;1;114009,2;114009,2;Patrícia;AutoVale;2024
08/08/2024;C1003;Volkswagen T-Cross;SUV;1;159778,71;159778,71;Fernanda;AutoSul;2024
08/08/2024;C1003;Volkswagen T-Cross;SUV;1;133073,83;133073,83;Pedro;PremiumCar;2024
08/08/2024;C1003;Volkswagen T-Cross;SUV;1;150304,85;150304,85;Marcos;PremiumCar;2024
08/08/2024;C1003;Volkswagen T-Cross;SUV;1;137398,74;137398,74;Ricardo;AutoVale;2024
08/08/2024;C1001;Fiat Pulse;SUV;1;99836,31;99836,31;Patrícia;AutoVale;2024
08/08/2024;C1010;Fiat Strada;Picape;1;110510,53;110510,53;Ricardo;MegaMotors;2024
08/08/2024;C1003;Volkswagen T-Cross;SUV;1;141132,84;141132,84;Ana;MegaMotors;2024
08/08/2024;C1001;Fiat Pulse;SUV;1;104145,1;104145,1;Julia;CityCars;2024
09/08/2024;C1005;Jeep Compass;SUV;1;220711,17;220711,17;Ana;ViaLux;2024
09/08/2024;C1003;Volkswagen T-Cross;SUV;1;148850,07;148850,07;Marcos;CarPrime;2024
09/08/2024;C1006;Renault Kwid;Hatch;1;79601,99;79601,99;João;PremiumCar;2024
09/08/2024;C1001;Fiat Pulse;SUV;1;106610,75;106610,75;Ana;TopDrive;2024
09/08/2024;C1008;Hyundai HB20;Hatch;2;76287,56;152575,12;Ana;ViaLux;2024
09/08/2024;C1010;Fiat Strada;Picape;1;120366,55;120366,55;Pedro;AutoSul;2024
09/08/2024;C1004;Toyota Corolla;Sedan;1;171695,11;171695,11;Marcos;AutoVale;2024
09/08/2024;C1003;Volkswagen T-Cross;SUV;1;133084,41;133084,41;Fernanda;CityCars;2024
09/08/2024;C1001;Fiat Pulse;SUV;2;119757,58;239515,16;Fernanda;PremiumCar;2024
09/08/2024;C1001;Fiat Pulse;SUV;1;118589,39;118589,39;Julia;AutoSul;2024
09/08/2024;C1002;Chevrolet Onix;Hatch;1;82873,57;82873,57;Fernanda;AutoVale;2024
09/08/2024;C1002;Chevrolet Onix;Hatch;1;79395,78;79395,78;João;DriveTop;2024
09/08/2024;C1001;Fiat Pulse;SUV;1;102127,38;102127,38;Julia;MegaMotors;2024
09/08/2024;C1010;Fiat Strada;Picape;1;128147,85;128147,85;Carlos;CityCars;2024
09/08/2024;C1001;Fiat Pulse;SUV;1;107268,58;107268,58;Marcos;AutoVale;2024
09/08/2024;C1003;Volkswagen T-Cross;SUV;1;150072,62;150072,62;Patrícia;PremiumCar;2024
09/08/2024;C1009;Nissan Kicks;SUV;1;139148,83;139148,83;João;AutoVale;2024
09/08/2024;C1003;Volkswagen T-Cross;SUV;1;143670,81;143670,81;João;PremiumCar;2024
09/08/2024;C1007;Honda HR-V;SUV;2;140090,56;280181,12;Pedro;CarPrime;2024
09/08/2024;C1008;Hyundai HB20;Hatch;1;78345,93;78345,93;Marcos;ViaLux;2024
09/08/2024;C1009;Nissan Kicks;SUV;1;135995,38;135995,38;Marcos;DriveTop;2024
09/08/2024;C1003;Volkswagen T-Cross;SUV;1;138353,94;138353,94;Fernanda;DriveTop;2024
09/08/2024;C1009;Nissan Kicks;SUV;1;111561,46;111561,46;Pedro;AutoVale;2024
09/08/2024;C1002;Chevrolet Onix;Hatch;1;97726,76;97726,76;Marcos;AutoSul;2024
09/08/2024;C1003;Volkswagen T-Cross;SUV;1;152230,63;152230,63;Ana;DriveTop;2024
09/08/2024;C1003;Volkswagen T-Cross;SUV;1;137810,25;137810,25;Julia;PremiumCar;2024
09/08/2024;C1008;Hyundai HB20;Hatch;2;94552,61;189105,22;Fernanda;MegaMotors;2024
09/08/2024;C1004;Toyota Corolla;Sedan;1;146807,04;146807,04;Carlos;MegaMotors;2024
09/08/2024;C1009;Nissan Kicks;SUV;1;122207,63;122207,63;Ana;MegaMotors;2024
09/08/2024;C1008;Hyundai HB20;Hatch;1;98075,07;98075,07;Ricardo;CarPrime;2024
09/08/2024;C1003;Volkswagen T-Cross;SUV;1;124807,44;124807,44;Fernanda;DriveTop;2024
09/08/2024;C1010;Fiat Strada;Picape;1;108720,38;108720,38;Marcos;AutoVale;2024
09/08/2024;C1002;Chevrolet Onix;Hatch;1;75236,23;75236,23;Pedro;MegaMotors;2024
09/08/2024;C1010;Fiat Strada;Picape;1;132004,45;132004,45;Carlos;DriveTop;2024
09/08/2024;C1009;Nissan Kicks;SUV;1;121021,91;121021,91;Fernanda;TopDrive;2024
09/08/2024;C1004;Toyota Corolla;Sedan;1;162079,23;162079,23;Marcos;AutoVale;2024
09/08/2024;C1007;Honda HR-V;SUV;1;168979,27;168979,27;Marcos;PremiumCar;2024
09/08/2024;C1005;Jeep Compass;SUV;1;169824,79;169824,79;Carlos;DriveTop;2024
09/08/2024;C1010;Fiat Strada;Picape;1;132310,64;132310,64;Fernanda;AutoVale;2024
09/08/2024;C1010;Fiat Strada;Picape;1;122331,74;122331,74;Marcos;AutoSul;2024
09/08/2024;C1003;Volkswagen T-Cross;SUV;1;141154,48;141154,48;Marcos;AutoNorte;2024
09/08/2024;C1008;Hyundai HB20;Hatch;1;75528,16;75528,16;Carlos;PremiumCar;2024
09/08/2024;C1003;Volkswagen T-Cross;SUV;1;124221,55;124221,55;Fernanda;PremiumCar;2024
09/08/2024;C1007;Honda HR-V;SUV;1;152417,2;152417,2;Pedro;AutoVale;2024
09/08/2024;C1004;Toyota Corolla;Sedan;1;163375,76;163375,76;Marcos;MegaMotors;2024
09/08/2024;C1009;Nissan Kicks;SUV;1;123011,63;123011,63;João;CarPrime;2024
09/08/2024;C1007;Honda HR-V;SUV;1;163517,09;163517,09;João;PremiumCar;2024
09/08/2024;C1002;Chevrolet Onix;Hatch;1;100358,4;100358,4;Marcos;AutoVale;2024
09/08/2024;C1010;Fiat Strada;Picape;3;114689,96;344069,88;Carlos;CarPrime;2024
09/08/2024;C1004;Toyota Corolla;Sedan;2;164165,83;328331,66;Ana;PremiumCar;2024
09/08/2024;C1005;Jeep Compass;SUV;1;195575,22;195575,22;João;AutoSul;2024
09/08/2024;C1009;Nissan Kicks;SUV;1;115271,81;115271,81;Pedro;AutoVale;2024
09/08/2024;C1002;Chevrolet Onix;Hatch;1;76522,75;76522,75;Ana;AutoVale;2024
09/08/2024;C1010;Fiat Strada;Picape;1;131331,58;131331,58;Carlos;CarPrime;2024
09/08/2024;C1009;Nissan Kicks;SUV;1;128250,18;128250,18;Marcos;AutoVale;2024
09/08/2024;C1001;Fiat Pulse;SUV;1;99672,75;99672,75;Patrícia;MegaMotors;2024
09/08/2024;C1010;Fiat Strada;Picape;1;143815,42;143815,42;João;ViaLux;2024
09/08/2024;C1009;Nissan Kicks;SUV;1;122621,64;122621,64;Marcos;AutoNorte;2024
10/08/2024;C1003;Volkswagen T-Cross;SUV;1;138610,12;138610,12;Ana;AutoSul;2024
10/08/2024;C1009;Nissan Kicks;SUV;1;147827,49;147827,49;Julia;AutoSul;2024
10/08/2024;C1010;Fiat Strada;Picape;1;138498,65;138498,65;Fernanda;ViaLux;2024
10/08/2024;C1004;Toyota Corolla;Sedan;1;182177,22;182177,22;Marcos;CarPrime;2024
10/08/2024;C1006;Renault Kwid;Hatch;1;86671,98;86671,98;Carlos;AutoVale;2024
10/08/2024;C1002;Chevrolet Onix;Hatch;1;104826,48;104826,48;Ricardo;PremiumCar;2024
10/08/2024;C1005;Jeep Compass;SUV;1;222897,78;222897,78;Fernanda;MegaMotors;2024
10/08/2024;C1001;Fiat Pulse;SUV;1;106411,43;106411,43;Ana;MegaMotors;2024
10/08/2024;C1004;Toyota Corolla;Sedan;1;168455,95;168455,95;Carlos;AutoVale;2024
10/08/2024;C1001;Fiat Pulse;SUV;1;124207,4;124207,4;Marcos;AutoSul;2024
10/08/2024;C1010;Fiat Strada;Picape;1;137753,79;137753,79;Ana;DriveTop;2024
10/08/2024;C1010;Fiat Strada;Picape;1;135898,51;135898,51;Marcos;MegaMotors;2024
10/08/2024;C1007;Honda HR-V;SUV;2;184053,17;368106,34;Pedro;AutoSul;2024
10/08/2024;C1010;Fiat Strada;Picape;2;130669,97;261339,94;Pedro;PremiumCar;2024
10/08/2024;C1007;Honda HR-V;SUV;1;159623,21;159623,21;Julia;AutoVale;2024
10/08/2024;C1010;Fiat Strada;Picape;1;132986,15;132986,15;João;AutoVale;2024
10/08/2024;C1006;Renault Kwid;Hatch;1;70858,48;70858,48;Patrícia;CarPrime;2024
10/08/2024;C1003;Volkswagen T-Cross;SUV;1;123448,62;123448,62;Patrícia;AutoSul;2024
10/08/2024;C1003;Volkswagen T-Cross;SUV;1;147930;147930;Ricardo;PremiumCar;2024
10/08/2024;C1001;Fiat Pulse;SUV;1;106300,38;106300,38;Ana;AutoNorte;2024
10/08/2024;C1001;Fiat Pulse;SUV;1;111718,6;111718,6;Beatriz;TopDrive;2024
10/08/2024;C1010;Fiat Strada;Picape;1;133465,92;133465,92;Ricardo;AutoVale;2024
10/08/2024;C1005;Jeep Compass;SUV;1;160047,84;160047,84;Marcos;TopDrive;2024
10/08/2024;C1004;Toyota Corolla;Sedan;2;139734,83;279469,66;João;CarPrime;2024
10/08/2024;C1005;Jeep Compass;SUV;1;193861,71;193861,71;Marcos;AutoVale;2024
10/08/2024;C1002;Chevrolet Onix;Hatch;1;76683,45;76683,45;Beatriz;MegaMotors;2024
10/08/2024;C1005;Jeep Compass;SUV;1;172058,95;172058,95;Marcos;AutoNorte;2024
10/08/2024;C1010;Fiat Strada;Picape;1;130371,77;130371,77;Ricardo;CityCars;2024
10/08/2024;C1001;Fiat Pulse;SUV;1;102985,35;102985,35;João;CarPrime;2024
10/08/2024;C1010;Fiat Strada;Picape;1;123084,16;123084,16;Marcos;AutoVale;2024
10/08/2024;C1005;Jeep Compass;SUV;1;171745,24;171745,24;Ana;TopDrive;2024
10/08/2024;C1009;Nissan Kicks;SUV;1;144773,16;144773,16;Julia;PremiumCar;2024
10/08/2024;C1005;Jeep Compass;SUV;1;179396,42;179396,42;Pedro;MegaMotors;2024
10/08/2024;C1004;Toyota Corolla;Sedan;1;137267,6;137267,6;Marcos;MegaMotors;2024
10/08/2024;C1007;Honda HR-V;SUV;1;167304,23;167304,23;Ana;CityCars;2024
10/08/2024;C1002;Chevrolet Onix;Hatch;1;84083,72;84083,72;Ana;ViaLux;2024
11/08/2024;C1002;Chevrolet Onix;Hatch;1;97729,74;97729,74;Ana;PremiumCar;2024
11/08/2024;C1008;Hyundai HB20;Hatch;1;86739,01;86739,01;Patrícia;MegaMotors;2024
11/08/2024;C1008;Hyundai HB20;Hatch;1;82753,38;82753,38;Fernanda;MegaMotors;2024
11/08/2024;C1004;Toyota Corolla;Sedan;1;174398,87;174398,87;Julia;AutoVale;2024
11/08/2024;C1004;Toyota Corolla;Sedan;1;184088,75;184088,75;Carlos;AutoVale;2024
11/08/2024;C1009;Nissan Kicks;SUV;1;123262;123262;Ricardo;AutoVale;2024
11/08/2024;C1009;Nissan Kicks;SUV;1;124455,4;124455,4;Fernanda;AutoSul;2024
11/08/2024;C1010;Fiat Strada;Picape;1;138721,23;138721,23;Carlos;CarPrime;2024
11/08/2024;C1004;Toyota Corolla;Sedan;1;177266,71;177266,71;Fernanda;TopDrive;2024
11/08/2024;C1004;Toyota Corolla;Sedan;1;170838,36;170838,36;Marcos;AutoSul;2024
11/08/2024;C1007;Honda HR-V;SUV;1;160187,98;160187,98;Julia;ViaLux;2024
11/08/2024;C1004;Toyota Corolla;Sedan;1;165185,74;165185,74;Marcos;AutoVale;2024
11/08/2024;C1002;Chevrolet Onix;Hatch;1;83694,82;83694,82;Ricardo;MegaMotors;2024
11/08/2024;C1009;Nissan Kicks;SUV;1;137758,78;137758,78;Julia;TopDrive;2024
11/08/2024;C1003;Volkswagen T-Cross;SUV;1;129600,94;129600,94;Marcos;AutoSul;2024
11/08/2024;C1010;Fiat Strada;Picape;1;133192,75;133192,75;Ana;CityCars;2024
11/08/2024;C1001;Fiat Pulse;SUV;1;105357,44;105357,44;Ana;ViaLux;2024
11/08/2024;C1006;Renault Kwid;Hatch;1;72905,37;72905,37;Ana;PremiumCar;2024
11/08/2024;C1004;Toyota Corolla;Sedan;1;166189,93;166189,93;João;AutoVale;2024
11/08/2024;C1008;Hyundai HB20;Hatch;1;77847,43;77847,43;Ana;CityCars;2024
11/08/2024;C1003;Volkswagen T-Cross;SUV;1;138030,75;138030,75;Fernanda;TopDrive;2024
11/08/2024;C1002;Chevrolet Onix;Hatch;1;89931,03;89931,03;João;AutoNorte;2024
11/08/2024;C1008;Hyundai HB20;Hatch;1;73265,72;73265,72;Ana;DriveTop;2024
11/08/2024;C1005;Jeep Compass;SUV;1;209054,24;209054,24;Marcos;MegaMotors;2024
11/08/2024;C1001;Fiat Pulse;SUV;1;97572,46;97572,46;Carlos;PremiumCar;2024
11/08/2024;C1004;Toyota Corolla;Sedan;1;152722,75;152722,75;Patrícia;MegaMotors;2024
11/08/2024;C1007;Honda HR-V;SUV;1;187034,59;187034,59;Patrícia;AutoVale;2024
11/08/2024;C1002;Chevrolet Onix;Hatch;2;80838,06;161676,12;Marcos;CarPrime;2024
11/08/2024;C1002;Chevrolet Onix;Hatch;1;79560,51;79560,51;Carlos;MegaMotors;2024
11/08/2024;C1001;Fiat Pulse;SUV;1;118392,65;118392,65;Patrícia;TopDrive;2024
11/08/2024;C1007;Honda HR-V;SUV;1;168964,13;168964,13;Ana;ViaLux;2024
11/08/2024;C1007;Honda HR-V;SUV;1;152069,63;152069,63;Fernanda;TopDrive;2024
11/08/2024;C1004;Toyota Corolla;Sedan;1;135408,44;135408,44;Carlos;DriveTop;2024
11/08/2024;C1003;Volkswagen T-Cross;SUV;1;132861,07;132861,07;Julia;TopDrive;2024
11/08/2024;C1005;Jeep Compass;SUV;1;229634,02;229634,02;Julia;MegaMotors;2024
11/08/2024;C1005;Jeep Compass;SUV;1;216256,32;216256,32;Pedro;PremiumCar;2024
11/08/2024;C1009;Nissan Kicks;SUV;1;129415,44;129415,44;Pedro;AutoVale;2024
11/08/2024;C1006;Renault Kwid;Hatch;1;89809,74;89809,74;Marcos;MegaMotors;2024
11/08/2024;C1005;Jeep Compass;SUV;1;190349,57;190349,57;Ricardo;CityCars;2024
11/08/2024;C1006;Renault Kwid;Hatch;1;82350,03;82350,03;João;AutoNorte;2024
11/08/2024;C1003;Volkswagen T-Cross;SUV;1;145865,89;145865,89;Carlos;PremiumCar;2024
11/08/2024;C1001;Fiat Pulse;SUV;1;104779,55;104779,55;Pedro;AutoVale;2024
11/08/2024;C1010;Fiat Strada;Picape;1;141966,22;141966,22;Julia;DriveTop;2024
11/08/2024;C1010;Fiat Strada;Picape;1;127063,76;127063,76;Carlos;ViaLux;2024
11/08/2024;C1002;Chevrolet Onix;Hatch;1;84322,07;84322,07;Marcos;TopDrive;2024
11/08/2024;C1008;Hyundai HB20;Hatch;1;98303,4;98303,4;João;DriveTop;2024
11/08/2024;C1010;Fiat Strada;Picape;1;140940,88;140940,88;Marcos;PremiumCar;2024
12/08/2024;C1001;Fiat Pulse;SUV;1;97205,05;97205,05;Marcos;PremiumCar;2024
12/08/2024;C1002;Chevrolet Onix;Hatch;1;99729,72;99729,72;Carlos;AutoVale;2024
12/08/2024;C1004;Toyota Corolla;Sedan;2;144702,82;289405,64;Fernanda;CarPrime;2024
12/08/2024;C1002;Chevrolet Onix;Hatch;1;84604,64;84604,64;João;TopDrive;2024
12/08/2024;C1008;Hyundai HB20;Hatch;1;82049,71;82049,71;Marcos;MegaMotors;2024
12/08/2024;C1005;Jeep Compass;SUV;1;198546,12;198546,12;Ana;CarPrime;2024
12/08/2024;C1003;Volkswagen T-Cross;SUV;1;125775,35;125775,35;Marcos;AutoVale;2024
12/08/2024;C1004;Toyota Corolla;Sedan;1;171950,99;171950,99;Marcos;PremiumCar;2024
12/08/2024;C1008;Hyundai HB20;Hatch;1;76031,55;76031,55;João;AutoVale;2024
12/08/2024;C1001;Fiat Pulse;SUV;1;102326,79;102326,79;Ana;AutoSul;2024
12/08/2024;C1009;Nissan Kicks;SUV;1;111773,43;111773,43;Marcos;AutoVale;2024
12/08/2024;C1009;Nissan Kicks;SUV;1;132671,32;132671,32;Marcos;AutoSul;2024
12/08/2024;C1006;Renault Kwid;Hatch;1;86579,63;86579,63;Ana;CityCars;2024
12/08/2024;C1002;Chevrolet Onix;Hatch;1;98622,42;98622,42;Fernanda;DriveTop;2024
12/08/2024;C1009;Nissan Kicks;SUV;1;113391,82;113391,82;Marcos;CityCars;2024
12/08/2024;C1006;Renault Kwid;Hatch;1;68546,87;68546,87;Patrícia;TopDrive;2024
12/08/2024;C1007;Honda HR-V;SUV;1;179761,26;179761,26;Ana;CarPrime;2024
12/08/2024;C1005;Jeep Compass;SUV;1;218732,31;218732,31;Marcos;CityCars;2024
12/08/2024;C1005;Jeep Compass;SUV;1;200403,19;200403,19;Ana;PremiumCar;2024
12/08/2024;C1008;Hyundai HB20;Hatch;1;96812,37;96812,37;Ricardo;CarPrime;2024
12/08/2024;C1002;Chevrolet Onix;Hatch;1;78077,69;78077,69;Fernanda;AutoSul;2024
12/08/2024;C1002;Chevrolet Onix;Hatch;1;83250,88;83250,88;Carlos;AutoVale;2024
12/08/2024;C1010;Fiat Strada;Picape;1;128981,97;128981,97;Julia;AutoNorte;2024
12/08/2024;C1007;Honda HR-V;SUV;1;145173,54;145173,54;Ana;CityCars;2024
12/08/2024;C1007;Honda HR-V;SUV;1;194415,5;194415,5;Ana;MegaMotors;2024
12/08/2024;C1004;Toyota Corolla;Sedan;1;170027,95;170027,95;Ana;MegaMotors;2024
12/08/2024;C1009;Nissan Kicks;SUV;1;128037,44;128037,44;Julia;AutoVale;2024
12/08/2024;C1003;Volkswagen T-Cross;SUV;1;132346,98;132346,98;Marcos;MegaMotors;2024
12/08/2024;C1004;Toyota Corolla;Sedan;1;179764,28;179764,28;Fernanda;AutoSul;2024
12/08/2024;C1009;Nissan Kicks;SUV;1;119756,52;119756,52;Fernanda;AutoVale;2024
12/08/2024;C1007;Honda HR-V;SUV;1;152650,66;152650,66;Fernanda;DriveTop;2024
12/08/2024;C1006;Renault Kwid;Hatch;1;78645,77;78645,77;Carlos;TopDrive;2024
12/08/2024;C1005;Jeep Compass;SUV;1;191539,13;191539,13;Carlos;CityCars;2024
12/08/2024;C1002;Chevrolet Onix;Hatch;1;75799,36;75799,36;Ricardo;CarPrime;2024
12/08/2024;C1001;Fiat Pulse;SUV;1;115510,14;115510,14;Marcos;PremiumCar;2024
12/08/2024;C1005;Jeep Compass;SUV;1;175158,87;175158,87;Ana;AutoVale;2024
12/08/2024;C1005;Jeep Compass;SUV;1;216591,32;216591,32;Julia;PremiumCar;2024
12/08/2024;C1008;Hyundai HB20;Hatch;1;78681,72;78681,72;Fernanda;CityCars;2024
12/08/2024;C1004;Toyota Corolla;Sedan;1;177326,72;177326,72;Fernanda;CityCars;2024
12/08/2024;C1006;Renault Kwid;Hatch;1;89239,59;89239,59;Pedro;AutoVale;2024
12/08/2024;C1001;Fiat Pulse;SUV;1;104904,81;104904,81;Patrícia;MegaMotors;2024
13/08/2024;C1003;Volkswagen T-Cross;SUV;1;150250,65;150250,65;Marcos;AutoVale;2024
13/08/2024;C1002;Chevrolet Onix;Hatch;1;87122,43;87122,43;Carlos;MegaMotors;2024
13/08/2024;C1005;Jeep Compass;SUV;2;167353,07;334706,14;Marcos;AutoVale;2024
13/08/2024;C1002;Chevrolet Onix;Hatch;1;103114,89;103114,89;Ana;MegaMotors;2024
13/08/2024;C1006;Renault Kwid;Hatch;1;89254,62;89254,62;Ana;ViaLux;2024
13/08/2024;C1010;Fiat Strada;Picape;1;133533,44;133533,44;João;AutoNorte;2024
13/08/2024;C1008;Hyundai HB20;Hatch;1;92324,3;92324,3;Carlos;AutoSul;2024
13/08/2024;C1003;Volkswagen T-Cross;SUV;2;128698,53;257397,06;Ricardo;MegaMotors;2024
13/08/2024;C1008;Hyundai HB20;Hatch;1;76127,45;76127,45;Ricardo;AutoVale;2024
13/08/2024;C1007;Honda HR-V;SUV;1;141638,76;141638,76;Marcos;CityCars;2024
13/08/2024;C1009;Nissan Kicks;SUV;3;129306,58;387919,74;Ana;PremiumCar;2024
13/08/2024;C1006;Renault Kwid;Hatch;1;69203,9;69203,9;Ana;DriveTop;2024
13/08/2024;C1008;Hyundai HB20;Hatch;1;99362,41;99362,41;João;MegaMotors;2024
13/08/2024;C1006;Renault Kwid;Hatch;1;88023,23;88023,23;Fernanda;MegaMotors;2024
13/08/2024;C1005;Jeep Compass;SUV;1;164699,33;164699,33;João;AutoNorte;2024
13/08/2024;C1007;Honda HR-V;SUV;1;180841,84;180841,84;Marcos;AutoSul;2024
13/08/2024;C1005;Jeep Compass;SUV;1;174544,87;174544,87;Julia;AutoVale;2024
13/08/2024;C1001;Fiat Pulse;SUV;1;120277,78;120277,78;Julia;ViaLux;2024
